id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
14047,highway,3,0.58,25,night,rainy,False,True,evening,True,False,2,0.56
14048,rural,2,0.4,70,dim,foggy,True,True,morning,False,False,1,0.43
14049,urban,4,0.86,60,BRIGHT_NEON,clear,False,True,morning,True,False,2,0.46
14050,highway,4,0.67,60,daylight,foggy,True,False,evening,False,False,2,0.55
14051,highway,4,0.23,60,daylight,clear,False,True,evening,False,True,1,0.26
14052,urban,4,0.88,25,dim,rainy,True,False,afternoon,True,False,0,0.35
14053,highway,2,0.34,70,night,clear,False,False,evening,False,False,2,0.44
14054,rural,4,0.13,25,daylight,foggy,False,False,morning,False,False,1,0.01
14055,rural,3,0.03,25,dim,clear,True,False,morning,True,False,1,0.06
14056,highway,2,0.34,25,daylight,foggy,False,False,afternoon,True,False,1,0.2
14057,highway,1,0.33,45,dim,foggy,True,True,morning,False,False,1,0.3
14058,rural,4,0.28,45,dim,clear,False,True,evening,False,False,2,0.08
14059,urban,4,0.56,70,night,clear,True,False,evening,False,False,1,0.6
14060,rural,1,0.75,35,night,foggy,False,False,evening,True,False,1,0.53
14061,highway,3,0.43,35,night,foggy,True,False,afternoon,False,True,0,0.44
14062,highway,2,0.26,25,dim,foggy,False,True,evening,True,True,1,0.22
14063,urban,2,0.21,45,dim,clear,True,False,morning,True,False,-5,0.07
14064,urban,1,0.35,60,daylight,foggy,True,False,afternoon,False,False,2,0.38
14065,rural,1,0.12,35,night,foggy,False,False,morning,False,True,1,0.33
14066,highway,1,0.13,35,night,foggy,False,True,evening,True,False,1,0.38
14067,highway,4,0.24,70,daylight,rainy,False,False,afternoon,True,False,1,0.26
14068,highway,3,0.75,45,daylight,rainy,False,False,morning,False,True,1,0.35
14069,urban,1,0.41,25,dim,clear,False,True,evening,True,False,1,0.12
14070,rural,1,0.96,35,night,foggy,True,True,evening,True,False,2,0.57
14071,urban,4,0.15,35,night,rainy,True,True,morning,False,True,2,0.32
14072,rural,4,0.56,25,daylight,rainy,False,False,morning,True,False,3,0.39
14073,rural,1,0.96,45,daylight,foggy,False,True,evening,False,True,0,0.2
14074,highway,2,0.02,35,night,rainy,True,False,afternoon,True,False,1,0.33
14075,rural,2,0.07,70,dim,clear,False,False,afternoon,True,True,0,0.26
14076,highway,3,0.95,25,daylight,rainy,False,True,afternoon,True,False,2,0.37
14077,highway,3,0.11,70,night,clear,True,False,evening,True,True,1,0.58
14078,highway,3,0.8,45,night,rainy,True,True,morning,True,True,1,0.54
14079,urban,3,0.35,35,dim,rainy,True,True,evening,False,True,2,0.26
14080,urban,3,0.99,25,daylight,foggy,False,True,evening,True,False,0,0.42
14081,urban,1,0.75,70,BRIGHT_NEON,clear,False,False,afternoon,True,True,1,0.37
14082,urban,3,0.09,70,daylight,clear,True,True,morning,True,False,0,0.24
14083,highway,4,0.31,25,daylight,rainy,False,False,morning,True,True,2,0.17
14084,rural,4,0.57,25,dim,rainy,True,False,morning,False,True,3,0.42
14085,urban,4,0.7,45,dim,foggy,True,True,afternoon,True,False,1,0.29
14086,rural,4,0.49,35,daylight,rainy,True,False,afternoon,True,False,-4,0.25
14087,rural,4,0.08,25,daylight,foggy,True,False,evening,True,False,0,0.12
14088,rural,1,0.29,60,daylight,rainy,True,False,evening,False,True,0,0.37
14089,highway,4,0.54,35,daylight,foggy,False,False,morning,True,True,1,0.22
14090,urban,2,0.12,60,night,clear,False,True,morning,False,True,1,0.4
14091,rural,2,0.12,70,daylight,clear,False,True,evening,False,True,3,0.23
14092,highway,3,0.9,60,daylight,clear,True,True,evening,False,True,1,0.4
14093,rural,1,0.43,35,dim,foggy,False,False,evening,True,True,0,0.21
14094,urban,1,0.03,60,night,rainy,True,False,afternoon,False,False,1,0.41
14095,rural,2,0.56,60,dim,rainy,True,False,morning,True,False,2,0.61
14096,rural,2,0.6,45,daylight,rainy,True,False,afternoon,True,False,0,0.28
14097,urban,3,0.46,45,dim,clear,False,True,evening,True,False,2,0.12
14098,urban,1,0.86,25,night,rainy,True,True,afternoon,False,True,2,0.51
14099,rural,2,0.68,35,dim,rainy,False,False,morning,True,True,3,0.46
14100,urban,3,0.54,35,dim,rainy,True,True,morning,False,False,0,0.25
14101,urban,1,0.92,60,night,clear,False,True,afternoon,True,True,2,0.69
14102,highway,3,0.12,35,dim,rainy,False,True,morning,True,False,1,0.09
14103,urban,4,0.1,25,night,foggy,False,True,afternoon,True,True,2,0.38
14104,highway,1,0.59,60,dim,rainy,True,True,evening,True,False,2,0.53
14105,rural,4,0.38,70,daylight,clear,True,True,morning,True,False,1,0.29
14106,highway,2,0.04,45,night,clear,True,True,afternoon,False,True,0,0.33
14107,highway,2,0.61,25,dim,rainy,False,True,morning,True,True,2,0.26
14108,highway,3,0.43,45,night,clear,True,False,afternoon,True,True,1,0.43
14109,urban,1,0.8,60,night,clear,True,False,afternoon,True,False,2,0.67
14110,rural,2,0.97,45,night,rainy,True,True,afternoon,True,False,2,0.5
14111,highway,1,0.29,60,night,clear,False,False,evening,False,False,2,0.44
14112,rural,1,0.52,60,daylight,clear,True,True,afternoon,False,True,1,0.34
14113,urban,1,0.54,25,dim,rainy,False,False,morning,False,False,3,0.5
14114,rural,4,0.11,25,night,rainy,False,True,afternoon,True,True,2,0.37
14115,rural,2,0.37,45,night,clear,True,True,afternoon,False,False,1,0.36
14116,rural,4,0.74,25,dim,foggy,False,False,morning,True,True,1,0.36
14117,highway,4,0.56,60,night,foggy,False,True,morning,True,True,2,0.62
14118,rural,4,0.64,70,dim,rainy,False,False,afternoon,True,False,3,0.57
14119,urban,1,0.89,35,dim,foggy,True,False,evening,False,False,3,0.45
14120,urban,4,0.11,60,daylight,rainy,False,False,afternoon,False,False,2,0.22
14121,rural,2,1.0,25,night,foggy,False,False,morning,False,True,1,0.64
14122,highway,3,0.63,70,daylight,clear,True,True,afternoon,True,False,1,0.37
14123,highway,3,0.38,70,night,clear,False,True,evening,True,True,0,0.45
14124,highway,2,0.04,45,night,foggy,False,False,morning,False,False,2,0.28
14125,rural,1,0.59,60,daylight,rainy,True,True,afternoon,True,True,0,0.46
14126,urban,1,0.55,70,daylight,foggy,False,False,evening,False,False,1,0.54
14127,highway,4,0.23,25,BRIGHT_NEON,rainy,False,True,evening,False,True,1,0.13
14128,rural,4,0.75,45,daylight,rainy,False,True,morning,False,False,2,0.2
14129,highway,3,0.84,25,dim,rainy,True,False,morning,False,False,-9,0.35
14130,rural,1,0.86,35,daylight,rainy,False,False,evening,False,True,1,0.31
14131,urban,3,0.37,35,night,foggy,True,True,afternoon,False,False,2,0.31
14132,highway,3,0.85,45,BRIGHT_NEON,clear,True,True,evening,True,False,0,0.43
14133,rural,1,0.23,35,daylight,clear,True,True,afternoon,False,False,1,0.06
14134,rural,3,0.23,70,daylight,rainy,True,True,afternoon,True,False,1,0.39
14135,urban,3,0.7,25,night,clear,True,False,morning,True,True,1,0.35
14136,rural,2,0.77,35,daylight,rainy,True,False,morning,False,False,3,0.62
14137,rural,1,0.41,70,night,clear,True,False,evening,True,True,2,0.45
14138,highway,1,1.0,70,night,foggy,False,True,afternoon,True,True,0,0.8
14139,rural,2,0.33,25,night,foggy,True,True,morning,True,True,2,0.46
14140,urban,4,0.4,70,night,rainy,False,True,afternoon,True,False,2,0.73
14141,highway,4,0.36,35,daylight,rainy,True,False,afternoon,True,False,2,0.13
14142,highway,3,0.57,35,night,foggy,True,True,afternoon,True,False,0,0.53
14143,urban,3,0.86,60,dim,rainy,True,True,afternoon,True,True,1,0.52
14144,rural,2,0.79,60,daylight,foggy,True,False,morning,False,True,2,0.51
14145,rural,2,0.45,60,dim,foggy,True,False,afternoon,False,False,0,0.39
14146,rural,4,0.14,35,dim,rainy,True,True,afternoon,True,True,1,0.17
14147,urban,3,0.04,45,night,rainy,True,True,afternoon,False,True,2,0.28
14148,urban,3,0.62,35,night,foggy,True,False,evening,True,True,2,0.49
14149,highway,3,0.82,70,dim,foggy,True,True,evening,True,True,1,0.54
14150,highway,1,0.68,70,dim,clear,True,True,evening,False,True,0,0.4
14151,rural,4,0.7,60,night,foggy,True,False,evening,True,True,3,0.82
14152,urban,3,0.25,35,daylight,foggy,False,False,evening,False,False,1,0.21
14153,rural,1,0.21,35,daylight,foggy,False,False,morning,False,True,0,0.14
14154,highway,2,0.84,60,BRIGHT_NEON,foggy,False,False,evening,False,True,1,0.56
14155,urban,3,0.55,60,daylight,foggy,False,True,afternoon,True,False,0,0.53
14156,rural,2,0.44,35,night,foggy,True,False,afternoon,True,True,-7,0.43
14157,urban,1,0.1,25,night,rainy,True,True,afternoon,True,False,0,0.24
14158,rural,1,0.58,70,daylight,foggy,True,False,evening,False,True,0,0.4
14159,highway,2,0.67,70,dim,clear,True,True,afternoon,False,False,1,0.44
14160,highway,2,0.44,45,daylight,clear,True,False,evening,True,True,1,0.19
14161,urban,4,0.41,25,dim,foggy,True,False,afternoon,False,False,0,0.22
14162,urban,3,0.34,35,daylight,rainy,False,False,afternoon,True,False,1,0.19
14163,highway,3,0.97,35,daylight,clear,False,False,evening,True,True,-9,0.31
14164,rural,3,0.74,35,night,rainy,False,True,morning,True,False,1,0.47
14165,rural,2,0.63,60,daylight,rainy,False,True,evening,False,False,2,0.46
14166,urban,4,0.26,60,dim,clear,False,True,evening,False,True,1,0.22
14167,urban,1,0.13,35,night,rainy,True,True,evening,True,True,1,0.3
14168,urban,4,0.01,35,daylight,clear,True,True,morning,False,False,-9,0.03
14169,highway,2,0.02,45,BRIGHT_NEON,foggy,False,True,evening,True,False,1,0.09
14170,highway,1,0.8,70,dim,foggy,False,False,afternoon,True,True,1,0.53
14171,highway,3,0.27,70,BRIGHT_NEON,clear,False,False,evening,False,True,1,0.6
14172,highway,1,0.37,25,daylight,clear,False,False,morning,True,True,0,0.07
14173,highway,1,0.67,60,daylight,foggy,True,True,afternoon,False,False,1,0.57
14174,urban,4,0.95,25,daylight,clear,True,True,morning,False,False,3,0.42
14175,highway,1,0.8,70,dim,foggy,True,False,afternoon,True,False,1,0.55
14176,rural,2,0.03,25,dim,clear,False,False,evening,False,True,0,0.01
14177,rural,1,0.58,45,night,clear,False,False,afternoon,False,True,0,0.39
14178,rural,2,0.32,70,dim,foggy,True,False,afternoon,False,True,0,0.3
14179,urban,2,0.39,70,daylight,foggy,False,False,evening,False,False,2,0.32
14180,highway,3,0.74,35,daylight,foggy,False,True,afternoon,True,True,2,0.28
14181,rural,4,0.59,70,night,foggy,True,True,afternoon,False,True,-4,0.7
14182,highway,3,0.55,35,dim,clear,False,False,evening,True,True,2,0.18
14183,rural,1,0.28,45,night,foggy,True,False,morning,True,True,1,0.36
14184,urban,3,0.56,60,daylight,rainy,True,False,evening,False,False,1,0.41
14185,rural,1,0.51,70,daylight,rainy,True,False,evening,True,False,1,0.44
14186,rural,1,0.17,70,daylight,clear,False,True,morning,False,True,1,0.16
14187,urban,1,0.32,70,daylight,clear,False,True,afternoon,False,True,0,0.2
14188,highway,2,0.09,35,dim,clear,False,True,morning,True,False,1,0.04
14189,urban,4,0.57,60,night,clear,False,True,morning,True,False,3,0.79
14190,highway,1,0.37,25,dim,foggy,False,False,afternoon,False,False,-8,0.22
14191,highway,1,0.95,25,dim,clear,True,True,evening,False,False,3,0.38
14192,urban,2,0.67,35,daylight,rainy,True,False,morning,False,True,1,0.35
14193,highway,4,0.14,60,dim,rainy,True,True,afternoon,False,True,0,0.35
14194,rural,4,0.73,45,dim,rainy,True,False,evening,True,False,0,0.36
14195,highway,1,0.58,60,night,rainy,True,True,afternoon,False,False,3,0.78
14196,highway,3,0.2,70,daylight,rainy,True,True,evening,True,True,2,0.3
14197,urban,2,0.7,70,night,foggy,False,True,evening,True,False,1,0.67
14198,urban,1,0.06,70,daylight,clear,False,False,afternoon,True,True,1,0.25
14199,rural,2,0.74,45,daylight,rainy,True,True,evening,True,False,2,0.31
14200,urban,3,0.87,35,BRIGHT_NEON,foggy,True,False,afternoon,False,False,0,0.38
14201,highway,3,0.1,45,daylight,clear,False,True,morning,True,True,2,0.07
14202,highway,3,0.75,60,daylight,clear,False,False,afternoon,False,False,2,0.45
14203,rural,2,0.12,70,dim,foggy,True,False,afternoon,False,True,2,0.36
14204,urban,2,0.05,35,night,foggy,True,False,evening,True,False,-9,0.31
14205,highway,4,0.76,25,daylight,rainy,True,True,morning,True,False,0,0.2
14206,urban,3,0.57,60,daylight,rainy,False,True,morning,True,True,1,0.43
14207,highway,1,0.51,45,dim,foggy,False,True,morning,False,True,4,0.15
14208,highway,2,0.46,35,daylight,clear,False,False,morning,True,True,0,0.12
14209,urban,4,0.65,45,dim,clear,True,False,evening,True,True,2,0.16
14210,rural,4,0.76,25,daylight,rainy,True,False,evening,False,False,1,0.31
14211,urban,2,0.03,60,daylight,foggy,False,False,morning,False,False,2,0.34
14212,urban,4,0.52,60,night,clear,True,False,morning,True,True,1,0.53
14213,highway,1,0.66,70,night,clear,False,False,afternoon,True,True,1,0.5
14214,rural,4,0.29,45,daylight,rainy,False,True,morning,True,False,2,0.19
14215,urban,4,0.08,45,night,rainy,True,False,evening,False,True,0,0.3
14216,urban,4,0.48,70,daylight,foggy,False,True,afternoon,True,True,-8,0.44
14217,highway,1,0.06,45,dim,clear,True,True,afternoon,False,True,1,0.03
14218,highway,2,0.62,70,daylight,clear,True,True,evening,True,False,2,0.38
14219,urban,2,0.25,35,dim,clear,True,False,evening,True,False,0,0.05
14220,urban,4,0.77,60,dim,rainy,False,False,morning,True,False,0,0.61
14221,rural,2,0.86,60,daylight,clear,True,False,evening,True,False,1,0.46
14222,highway,1,0.1,45,dim,foggy,True,True,afternoon,False,True,1,0.16
14223,highway,4,0.11,60,night,foggy,True,False,afternoon,False,True,1,0.6
14224,highway,1,0.23,25,daylight,foggy,False,True,evening,True,True,0,0.15
14225,highway,3,0.34,35,dim,rainy,True,True,morning,True,False,0,0.22
14226,urban,3,0.14,60,dim,clear,True,False,afternoon,True,True,1,0.27
14227,rural,2,0.7,25,dim,clear,True,True,afternoon,False,False,1,0.24
14228,urban,1,0.08,45,night,clear,False,True,evening,True,True,1,0.32
14229,urban,4,0.21,25,night,rainy,True,False,evening,False,True,2,0.53
14230,rural,3,0.42,25,daylight,foggy,False,True,afternoon,False,False,0,0.27
14231,rural,1,0.57,70,daylight,clear,False,False,afternoon,True,True,0,0.27
14232,urban,1,0.05,35,daylight,rainy,True,True,afternoon,True,False,0,0.15
14233,highway,1,0.83,25,dim,rainy,True,True,morning,False,True,0,0.43
14234,urban,4,0.64,35,daylight,clear,False,False,afternoon,True,True,0,0.19
14235,rural,2,0.78,60,dim,rainy,False,True,afternoon,False,True,0,0.54
14236,highway,2,0.99,35,daylight,rainy,True,True,morning,True,False,0,0.32
14237,urban,4,0.17,60,daylight,clear,True,False,afternoon,False,False,2,0.34
14238,highway,2,0.79,35,dim,rainy,False,False,evening,False,True,2,0.35
14239,urban,1,0.44,35,daylight,rainy,False,True,evening,False,False,1,0.22
14240,urban,1,0.23,70,dim,foggy,True,False,afternoon,False,False,1,0.32
14241,highway,1,0.68,45,dim,rainy,True,True,afternoon,False,False,1,0.32
14242,urban,4,0.9,60,dim,clear,False,False,morning,True,False,2,0.49
14243,rural,1,0.47,35,dim,foggy,False,True,evening,False,True,0,0.19
14244,urban,3,0.23,60,dim,foggy,False,True,morning,False,True,1,0.28
14245,highway,3,0.59,45,BRIGHT_NEON,clear,True,False,morning,False,True,2,0.14
14246,urban,4,0.68,25,daylight,foggy,False,True,afternoon,False,True,1,0.29
14247,highway,4,0.51,25,night,foggy,True,False,afternoon,False,False,1,0.52
14248,highway,1,0.24,45,BRIGHT_NEON,foggy,True,False,morning,True,True,-3,0.2
14249,rural,2,0.11,35,daylight,rainy,True,True,morning,False,False,2,0.19
14250,urban,2,0.55,35,BRIGHT_NEON,rainy,False,True,afternoon,True,True,1,0.21
14251,rural,4,0.46,35,night,clear,False,True,evening,True,False,2,0.28
14252,urban,3,0.17,45,dim,foggy,True,True,morning,False,True,2,0.27
14253,urban,4,0.21,70,daylight,foggy,True,True,afternoon,True,False,1,0.37
14254,urban,3,0.91,25,night,clear,True,True,afternoon,False,True,2,0.44
14255,urban,2,0.88,60,daylight,clear,True,True,afternoon,False,True,3,0.59
14256,urban,4,0.49,45,daylight,clear,True,True,morning,False,True,0,0.03
14257,rural,2,0.98,25,dim,clear,True,False,morning,True,False,0,0.4
14258,urban,3,0.7,60,daylight,clear,True,True,evening,True,False,1,0.42
14259,rural,3,0.36,45,night,clear,True,False,morning,False,False,0,0.21
14260,rural,4,0.09,60,daylight,rainy,True,True,evening,True,True,1,0.31
14261,urban,2,0.49,35,daylight,foggy,False,True,evening,False,True,0,0.23
14262,rural,1,0.39,60,BRIGHT_NEON,clear,True,True,afternoon,True,False,2,0.45
14263,highway,1,0.59,70,night,clear,False,False,morning,True,True,1,0.68
14264,urban,3,0.93,35,BRIGHT_NEON,rainy,False,True,evening,True,True,1,0.6
14265,rural,2,0.86,70,daylight,foggy,False,False,afternoon,True,False,-7,0.55
14266,highway,3,0.43,25,dim,rainy,True,False,afternoon,False,True,0,0.18
14267,highway,2,0.57,25,daylight,clear,False,False,morning,False,False,2,0.17
14268,rural,3,0.58,70,BRIGHT_NEON,rainy,False,True,afternoon,True,True,3,0.7
14269,rural,1,0.55,25,daylight,foggy,True,False,afternoon,False,True,0,0.35
14270,highway,4,0.94,35,dim,clear,False,False,afternoon,True,False,1,0.36
14271,rural,3,0.63,70,daylight,clear,False,True,evening,False,False,1,0.46
14272,urban,4,0.03,45,night,clear,False,True,evening,True,True,1,0.13
14273,urban,4,0.19,35,night,clear,True,True,afternoon,False,True,2,0.22
14274,highway,4,0.15,35,dim,rainy,True,True,morning,False,False,1,0.16
14275,urban,1,0.57,60,daylight,foggy,True,True,morning,True,False,2,0.46
14276,highway,1,0.1,60,night,clear,False,False,morning,False,True,0,0.35
14277,urban,1,0.68,60,night,rainy,False,False,evening,True,False,0,0.56
14278,highway,3,0.7,60,daylight,foggy,True,True,morning,True,False,0,0.43
14279,urban,3,0.33,45,dim,rainy,True,False,morning,True,False,2,0.11
14280,rural,3,0.32,70,dim,foggy,True,True,evening,True,True,0,0.34
14281,highway,3,0.49,35,dim,clear,False,True,evening,False,False,2,0.17
14282,rural,2,0.25,25,dim,foggy,True,True,evening,True,True,1,0.18
14283,highway,4,0.26,60,night,clear,False,False,morning,False,True,2,0.48
14284,urban,2,0.14,70,daylight,foggy,True,False,morning,True,False,1,0.31
14285,urban,3,0.29,45,daylight,rainy,True,True,evening,False,False,1,0.14
14286,rural,1,0.7,60,daylight,clear,False,True,evening,True,True,1,0.41
14287,urban,3,0.78,60,daylight,foggy,False,False,morning,True,True,3,0.58
14288,highway,1,0.51,45,night,rainy,False,False,evening,True,False,2,0.52
14289,highway,3,0.85,60,BRIGHT_NEON,rainy,True,False,afternoon,True,False,2,0.52
14290,rural,2,0.7,35,night,clear,False,False,evening,False,False,1,0.41
14291,rural,3,0.05,45,dim,clear,True,False,morning,False,True,4,0.01
14292,rural,3,0.62,45,dim,foggy,False,False,morning,False,False,2,0.33
14293,rural,3,0.68,25,night,clear,True,True,morning,True,True,1,0.42
14294,rural,1,0.85,70,daylight,foggy,False,True,evening,False,False,2,0.52
14295,rural,1,0.6,25,night,foggy,True,True,evening,False,False,3,0.57
14296,rural,2,0.7,25,dim,rainy,False,False,morning,False,True,1,0.39
14297,highway,1,0.07,70,daylight,foggy,True,False,morning,False,True,2,0.22
14298,rural,1,0.29,35,daylight,clear,False,True,afternoon,True,False,0,0.11
14299,urban,3,0.65,45,dim,clear,True,True,morning,True,False,1,0.22
14300,highway,1,0.54,45,dim,rainy,True,False,evening,True,False,2,0.33
14301,highway,2,0.63,60,BRIGHT_NEON,foggy,False,True,afternoon,False,True,3,0.56
14302,urban,4,0.31,70,dim,clear,False,True,evening,True,False,1,0.3
14303,highway,2,0.78,70,night,foggy,True,True,morning,True,True,0,0.88
14304,urban,2,0.58,70,daylight,rainy,False,True,evening,True,False,3,0.5
14305,rural,4,0.91,70,daylight,rainy,False,False,morning,True,True,3,0.69
14306,urban,1,0.07,35,BRIGHT_NEON,clear,True,False,afternoon,True,False,1,0.09
14307,rural,4,0.83,60,dim,rainy,False,True,morning,True,False,2,0.64
14308,urban,2,0.51,45,dim,foggy,True,False,evening,False,False,0,0.22
14309,rural,4,0.55,60,night,clear,True,False,morning,False,False,0,0.58
14310,urban,4,0.07,25,dim,foggy,False,False,morning,True,False,1,0.14
14311,urban,3,0.36,25,dim,rainy,True,False,afternoon,True,False,0,0.19
14312,urban,4,0.38,25,night,rainy,False,False,evening,False,True,1,0.36
14313,highway,4,0.45,45,dim,rainy,True,True,evening,True,False,2,0.33
14314,rural,3,0.59,70,dim,clear,False,True,morning,True,False,-5,0.33
14315,urban,1,0.48,35,dim,foggy,False,False,evening,True,True,0,0.24
14316,highway,1,0.1,45,night,clear,False,False,afternoon,True,False,1,0.19
14317,highway,3,0.01,35,dim,foggy,True,True,evening,True,False,1,0.08
14318,rural,3,0.84,70,daylight,clear,False,False,afternoon,False,True,1,0.45
14319,rural,1,0.21,70,dim,foggy,True,True,evening,False,False,0,0.29
14320,urban,3,0.57,45,BRIGHT_NEON,rainy,False,False,morning,False,True,2,0.62
14321,rural,2,0.27,35,night,foggy,True,False,evening,True,True,1,0.32
14322,highway,3,0.58,45,dim,rainy,True,False,evening,False,False,1,0.25
14323,highway,2,0.58,45,daylight,foggy,False,False,afternoon,False,False,1,0.27
14324,urban,3,0.78,35,night,rainy,False,False,afternoon,True,True,0,0.5
14325,rural,4,0.65,45,dim,rainy,True,False,evening,True,False,1,0.28
14326,rural,3,0.66,60,night,rainy,False,True,evening,True,True,4,0.81
14327,highway,4,0.04,45,daylight,rainy,True,False,morning,False,True,1,0.19
14328,rural,1,0.03,25,daylight,foggy,False,True,evening,True,False,2,0.18
14329,urban,1,0.99,60,night,rainy,True,False,evening,False,False,4,0.85
14330,urban,1,0.37,35,daylight,clear,False,True,afternoon,False,False,1,0.14
14331,rural,1,0.57,70,dim,foggy,True,False,afternoon,True,True,1,0.4
14332,rural,3,0.68,45,dim,rainy,True,False,morning,True,True,3,0.36
14333,urban,3,0.96,70,BRIGHT_NEON,clear,True,False,afternoon,True,True,0,0.49
14334,rural,1,0.5,35,daylight,clear,False,True,morning,False,False,2,0.09
14335,rural,4,0.7,25,BRIGHT_NEON,clear,True,False,evening,True,False,2,0.28
14336,urban,4,0.39,25,dim,clear,False,True,morning,True,False,2,0.15
14337,highway,1,0.59,25,dim,rainy,True,False,morning,True,False,3,0.32
14338,rural,4,0.18,45,dim,foggy,True,True,evening,False,False,-4,0.13
14339,highway,2,0.78,35,BRIGHT_NEON,rainy,False,False,evening,False,False,0,0.34
14340,highway,2,0.69,35,dim,rainy,True,False,morning,False,True,1,0.34
14341,urban,1,0.89,35,BRIGHT_NEON,rainy,False,False,morning,False,False,1,0.33
14342,urban,3,0.23,45,night,clear,True,False,afternoon,True,False,1,0.24
14343,highway,4,0.68,35,night,clear,True,False,afternoon,False,False,0,0.38
14344,rural,1,0.87,70,daylight,clear,True,True,morning,True,True,1,0.49
14345,highway,3,0.4,70,dim,rainy,False,False,evening,False,True,1,0.41
14346,highway,3,0.32,70,BRIGHT_NEON,foggy,True,False,afternoon,False,True,0,0.39
14347,highway,1,0.36,60,BRIGHT_NEON,clear,True,True,morning,False,False,0,0.37
14348,rural,2,0.86,70,daylight,foggy,True,True,evening,True,True,1,0.45
14349,rural,3,0.65,70,night,clear,True,True,morning,False,True,0,0.63
14350,rural,2,0.73,45,dim,rainy,False,True,morning,False,False,1,0.34
14351,highway,2,0.83,70,night,clear,False,False,evening,False,False,2,0.61
14352,urban,2,0.29,35,dim,rainy,True,False,afternoon,True,False,-6,0.16
14353,rural,4,0.79,45,night,foggy,False,True,afternoon,True,False,1,0.45
